학교명,위도,경도,설립형태,소재지도로명주소
은여울초등학교,37.63834911,126.640644,공립,경기도 김포시 김포한강8로 173-38
배곧누리초등학교,37.38260925,126.731909,공립,경기도 시흥시 해송십리로 472-30
동탄초등학교,37.18903472,127.0911507,공립,경기도 화성시 동탄감배산로 26
서정초등학교,37.61434108,126.8488394,공립,경기도 고양시 덕양구 소원로 251
서울공연초등학교,37.62754753,127.0745089,공립,서울특별시 노원구 동일로192가길 16
한여울초등학교,37.36553286,126.8055267,공립,경기도 시흥시 능곡군자로 2
서울고은초등학교,37.58500184,126.9439749,공립,서울특별시 서대문구 모래내로 441
흥천초등학교,37.3328062,127.5413066,공립,경기도 여주시 흥천면 효자로 155
원미초등학교,37.48963631,126.7872986,공립,경기도 부천시 원미구 부흥로 423
하길초등학교,37.11560646,126.9040759,공립,경기도 화성시 향남읍 상신하길로 273번길 45
김포금빛초등학교,37.63541531,126.6793522,공립,경기도 김포시 태장로 821
안흥초등학교,37.280244,127.4560778,공립,경기도 이천시 영창로300번길 16
세미초등학교,37.17448251,127.0643873,공립,경기도 오산시 내삼미로 127
평택청아초등학교,37.02330019,126.915708,공립,경기도 평택시 청북읍 안청로4길 26
설봉초등학교,37.28479642,127.4524983,공립,경기도 이천시 향교로 129
샘말초등학교,37.27733692,127.0781839,공립,경기도 용인시 기흥구 흥덕중앙로105번길 9
동탄목동초등학교,37.18938961,127.1243164,공립,경기도 화성시 동탄순환대로20길 10
신양초등학교,37.65570322,126.6338809,공립,경기도 김포시 양촌읍 양곡3로 47
삼상초등학교,37.70034708,126.9299518,공립,경기도 양주시 장흥면 일영로 641
삼리초등학교,37.35782142,127.3243262,공립,경기도 광주시 곤지암읍 평촌길 30-28
하늘빛초등학교,37.65402774,126.6898224,공립,경기도 김포시 김포한강11로 374
세종초등학교,37.2797981,127.6338262,공립,경기도 여주시 세종로 204-19
서울천호초등학교,37.54771897,127.1365923,공립,서울특별시 강동구 구천면로 310-11
세종초등학교,37.5530111,127.0728646,사립,서울특별시 광진구 군자로 114
푸른솔초등학교,37.65159348,126.665779,공립,경기도 김포시 김포한강2로 306
다산별빛초등학교,37.617035,127.165458,공립,경기도 남양주시 다산중앙로 82번안길 40
서울수리초등학교,37.62030737,126.934178,공립,서울특별시 은평구 불광로14길 10-10
율면초등학교,37.08769127,127.5425144,공립,경기도 이천시 율면 고당로 48
서울영남초등학교,37.47612262,126.9092099,공립,서울특별시 금천구 문성로 62-15
대광초등학교,37.57915104,127.0234459,사립,서울특별시 성북구 안암로 5
서울영문초등학교,37.51980741,126.8875891,공립,서울특별시 영등포구 문래로 56
평택이화초등학교,37.003562,127.1082237,공립,경기도 평택시 평남로 906
삼가초등학교,37.23671162,127.170492,공립,경기도 용인시 처인구 중부대로1158번길 45
용인성산초등학교,37.25866039,127.2158043,공립,경기도 용인시 처인구 백옥대로1362번길 41
상리초등학교,38.13537908,127.0751156,공립,경기도 연천군 연천읍 상리로 70
서울치현초등학교,37.57591915,126.8146457,공립,서울특별시 강서구 방화대로47길 43
솔터초등학교,37.64120856,126.6343528,공립,경기도 김포시 김포한강7로22번길 61
계수초등학교,37.45317101,126.8205729,공립,경기도 시흥시 계수로 203
옥정호수초등학교,37.823294,127.099952,공립,경기도 양주시 옥정동로 188
흥진초등학교,37.35386649,126.9281597,공립,경기도 군포시 오금로 15-40
부천여월초등학교,37.51813266,126.7966782,공립,경기도 부천시 오정구 성곡로63번길 23
웃터골초등학교,37.43968236,126.7992598,공립,경기도 시흥시 은행고길 18
송곡초등학교,37.15240669,127.4839209,공립,경기도 이천시 모가면 진상미로 1054
서울신명초등학교,37.54092685,127.1499791,공립,서울특별시 강동구 명일로24길 33
북내초등학교도전분교장,37.33721014,127.7511112,공립,경기도 여주시 강천면 원양1로 716
군남초등학교,38.06789694,127.0155896,공립,경기도 연천군 군남면 진상17길 46
성남중앙초등학교,37.43625492,127.1435588,공립,경기도 성남시 중원구 원터로94번길 7
고강초등학교,37.52727037,126.820188,공립,경기도 부천시 오정구 역곡로482번길 57
북내초등학교,37.32941704,127.6806122,공립,경기도 여주시 북내면 여양2로 304
부천양지초등학교,37.48059692,126.8155271,공립,경기도 부천시 소사구 안곡로 130
팔곡초등학교,37.29695945,126.8826412,공립,경기도 안산시 상록구 팔곡두레길 71
서울고명초등학교,37.55297253,127.1474362,공립,서울특별시 강동구 고덕로46길 53
능서초등학교,37.297945,127.572094,공립,경기도 여주시 능서면 마장로 64
설성초등학교,37.11011075,127.537424,공립,경기도 이천시 설성면 진상미로264번길 21-165
아미초등학교,37.25826085,127.4908672,공립,경기도 이천시 부발읍 신아로92번길 32
초롱초등학교,37.7099875,126.7198866,공립,경기도 파주시 양지로 101
은빛초등학교,37.434263,126.8051824,공립,경기도 시흥시 은계로142번길 6
서울우신초등학교,37.50986472,126.9118637,공립,서울특별시 영등포구 신길로 190
화도초등학교,37.66323819,127.3080068,공립,경기도 남양주시 화도읍 비룡로116번길 24-42
대월초등학교,37.22373608,127.4928014,공립,경기도 이천시 대월면 대평로178번길 48
옥길산들초등학교,37.46254007,126.8164547,공립,경기도 부천시 소사구 옥길로 31
수원가온초등학교,37.27549141,126.9364215,공립,경기도 수원시 권선구 금곡로73번길 36
다원초등학교,37.212418,127.1109577,공립,경기도 화성시 동탄대로24길 112
상지초등학교,37.49402063,126.7634728,공립,경기도 부천시 원미구 장말로 189
서울이문초등학교,37.60189649,127.064885,공립,서울특별시 동대문구 신이문로 16
위례중앙초등학교,37.47189761,127.135873,공립,경기도 성남시 수정구 위례순환로 71
고양동산초등학교,37.64638623,126.886512,공립,경기도 고양시 덕양구 동세로 32
서울돈암초등학교,37.593714,127.0131036,공립,서울특별시 성북구 동소문로13길 38
다산새봄초등학교,37.619916,127.1592158,공립,경기도 남양주시 다산순환로 417
백사초등학교,37.33888982,127.4905347,공립,경기도 이천시 백사면 현방로 55
태강삼육초등학교,37.64335737,127.1088503,사립,서울특별시 노원구 화랑로 815
서울금북초등학교,37.55749549,127.023507,공립,서울특별시 성동구 행당로1길 13
서울영서초등학교,37.48896082,126.8955833,공립,서울특별시 구로구 도림로20길 57
왕남초등학교,37.42868223,127.0984126,공립,경기도 성남시 수정구 왕남로 24
청평초등학교,37.73783289,127.421886,공립,경기도 가평군 청평면 잠곡로 27
걸포초등학교,37.63359202,126.7075547,공립,경기도 김포시 걸포로 22
이천매곡초등학교,37.21483213,127.3944149,공립,경기도 이천시 호법면 이섭대천로96번길 8
서울선사초등학교,37.55584691,127.128196,공립,서울특별시 강동구 올림픽로 837
시흥가온초등학교,37.37363021,126.7943755,공립,경기도 시흥시 장현능곡로 33
하성초등학교,37.72067449,126.6325700156,공립,경기도 김포시 하성면 애기봉로 857
통진초등학교,37.69388578,126.594437,공립,경기도 김포시 통진읍 조강로 116
광명광덕초등학교,37.47355709,126.8670545,공립,경기도 광명시 오리로 841
분당초등학교,37.37898822,127.129697,공립,경기도 성남시 분당구 중앙공원로32번길 20
창릉초등학교,37.64831721,126.8932376,공립,경기도 고양시 덕양구 덕수천2로 118
도원초등학교,37.47707264,126.7729533,공립,경기도 부천시 소사구 마니로 13
서울양재초등학교,37.47416538,127.031886,공립,서울특별시 서초구 바우뫼로18길 14
표교초등학교,37.25673911,127.4058981,공립,경기도 이천시 마장면 중부대로609번길 28-1
김포초등학교,37.62583548,126.7084003,공립,경기도 김포시 북변중로65번길 4-24
남양주양정초등학교,37.60865753,127.165748,공립,경기도 남양주시 경춘로 468-33
남양주다산초등학교,37.626701,127.1586798,공립,경기도 남양주시 다산중앙로146번길 55
천보초등학교,37.83354893,127.0949733,공립,경기도 양주시 옥정동로9가길 31-15
가현초등학교,37.63807828,126.674008,공립,경기도 김포시 김포한강2로 83
옥산초등학교,37.503117,126.779428,공립,경기도 부천시 원미구 길주로 327
부천원일초등학교,37.53034695,126.802763,공립,경기도 부천시 오정구 소사로819번길 46
심곡초등학교,37.49175137,126.7769146,공립,경기도 부천시 원미구 장말로 309
흥도초등학교,37.62748273,126.871808,공립,경기도 고양시 덕양구 도래울1로 83
옥정초등학교,37.823351,127.0884163,공립,경기도 양주시 옥정로5길 42-9
이천가산초등학교,37.24160247,127.5178501,공립,경기도 이천시 부발읍 황무로2065번길 112
회정초등학교,37.83020916,127.0521646,공립,경기도 양주시 평화로 1567
예솔초등학교,37.19655044,127.1193973,공립,경기도 화성시 동탄순환대로22길 13
점봉초등학교,37.25674291,127.6446388,공립,경기도 여주시 세종로 488-4
다산한강초등학교,37.59942956,127.1723793,공립,경기도 남양주시 다산지금로146번길 11
세마초등학교,37.1696802,127.0275815,공립,경기도 오산시 세마문학로 45
도지초등학교,37.3084025,127.4823129,공립,경기도 이천시 백사면 청백리로 207
이황초등학교,37.14561016,127.5877241,공립,경기도 이천시 장호원읍 경충대로 456-20
다산하늘초등학교,37.62791192,127.146579,공립,경기도 남양주시 다산순환로 199
이천초등학교,37.28401029,127.4422895,공립,경기도 이천시 서희로81번길 20
위례숲초등학교,37.48537694,127.1583387,공립,경기도 하남시 위례대로6길 65
청림초등학교,37.17458716,127.1113568,공립,경기도 화성시 동탄산척로 93-22
석정초등학교,37.67365359,126.5541183,공립,경기도 김포시 대곶면 대곶로331번길 10
수원금호초등학교,37.26487765,126.9536054,공립,경기도 수원시 권선구 칠보로 142
삼미초등학교,37.19135584,127.0602681,공립,경기도 오산시 북삼미로 183-9
서울정심초등학교,37.47199405,126.9082144,공립,서울특별시 금천구 독산로78다길 89
청곡초등학교,37.2674933,127.0933821,공립,경기도 용인시 기흥구 덕영대로2077번길 52
동백초등학교,37.28055206,127.156367,공립,경기도 용인시 기흥구 동백평촌로 69
서울우솔초등학교,37.457093,127.0192756,공립,서울특별시 서초구 양재대로2길 74
서울신구로초등학교,37.49966003,126.8897631,공립,서울특별시 구로구 가마산로27길 69
서울상도초등학교,37.50034777,126.937229,공립,서울특별시 동작구 성대로21길 62
정배초등학교,37.60302821,127.4232905,공립,경기도 양평군 서종면 명덕길 10
이호초등학교,37.28699826,126.8609672,공립,경기도 안산시 상록구 고목로3길 44
서울서일초등학교,37.48529778,127.0221598,공립,서울특별시 서초구 남부순환로339길 38
산들초등학교,37.72937777,126.7312499504,공립,경기도 파주시 교하로 60
능평초등학교,37.34888072,127.1666655,공립,경기도 광주시 창뜰아랫길 14-3
경일초등학교,37.32421145,126.847682,공립,경기도 안산시 상록구 성포로 47
서울강명초등학교,37.55470604,127.173362,공립,서울특별시 강동구 상일로 74-1
소하초등학교,37.44927566,126.887373,공립,경기도 광명시 소하일로 45
왕배초등학교,37.18014215,127.113595,공립,경기도 화성시 동탄대로12길 101
늘봄초등학교,37.21736028,127.1098102,공립,경기도 화성시 동탄대로24길 51
이천송정초등학교,37.29416287,127.4333897,공립,경기도 이천시 영창로45번길 165
서울언남초등학교,37.45380928,127.061448,공립,서울특별시 서초구 헌릉로8길 42
서울영일초등학교,37.48564539,126.8838134,공립,서울특별시 구로구 남부순환로105길 218
서울갈현초등학교,37.61977964,126.9166834,공립,서울특별시 은평구 연서로29길 31
서울원신초등학교,37.46719824,126.9272409,공립,서울특별시 관악구 광신길 177
안양양지초등학교,37.39224518,126.9045522,공립,경기도 안양시 만안구 병목안로130번길 69
마장초등학교,37.25357602,127.355913,공립,경기도 이천시 마장면 중앙로 25
서암초등학교,37.69999628,126.6052043,공립,경기도 김포시 통진읍 서암로184번길 9
금당초등학교,37.19676315,127.6054844,공립,경기도 여주시 가남읍 가남로 649
방일초등학교,37.62929786,127.4994479,공립,경기도 가평군 설악면 양방가루재길 76
서울남명초등학교,37.515684,126.8540837,공립,서울특별시 양천구 중앙로23길 3
서울문래초등학교,37.51914038,126.8936057,공립,서울특별시 영등포구 문래로 104
서울염창초등학교,37.55322614,126.8676002,공립,서울특별시 강서구 양천로 646-28
서울동자초등학교,37.53505821,127.0721792,공립,서울특별시 광진구 뚝섬로 561
서울선린초등학교,37.52976012,127.145594,공립,서울특별시 강동구 진황도로61길 29
선일초등학교,37.340088,126.7998025,공립,경기도 안산시 단원구 선이로3길 40
능원초등학교,37.34319393,127.173826,공립,경기도 용인시 처인구 모현읍 충렬로8번길 29
광교호수초등학교,37.2796927,127.058827,공립,경기도 수원시 영통구 광교호수공원로 205
서울천동초등학교,37.5410159,127.1378287,공립,서울특별시 강동구 성안로 200
운흥초등학교,37.37274739,126.8526672,공립,경기도 시흥시 목감둘레로 109
종덕초등학교,37.05294406,127.046277,공립,경기도 평택시 고덕국제2로 111
서울행현초등학교,37.55770899,127.029368,공립,서울특별시 성동구 행당로 95
사우초등학교,37.62052677,126.7239749,공립,경기도 김포시 사우로 20
서울월천초등학교,37.64804738,127.0517539,공립,서울특별시 도봉구 노해로70길 96
청수초등학교,37.65389615,126.6786971,공립,경기도 김포시 김포한강11로 256
장호원초등학교,37.11558427,127.6281309,공립,경기도 이천시 장호원읍 장감로 46
민세초등학교,37.055364,127.040023,공립,경기도 평택시 고덕국제1로 200
서울양원숲초등학교,37.60934379,127.105194,공립,서울특별시 중랑구 양원역로 95
은솔초등학교,37.65013079,127.294989,공립,경기도 남양주시 화도읍 경춘보학2길 9
글빛초등학교,37.23954453,127.043334,공립,경기도 수원시 영통구 망포로84번길 15
동학초등학교,37.23308253,127.059473,공립,경기도 화성시 영통로27번길 46
대덕초등학교,37.027391,127.2448782,공립,경기도 안성시 대덕면 모산로 84
경복초등학교,37.54981386,127.0867934,사립,서울특별시 광진구 천호대로130길 58
서울장월초등학교,37.62194109,127.047163,공립,서울특별시 성북구 한천로101길 66
성남화랑초등학교,37.39022385,127.1158892,공립,경기도 성남시 분당구 동판교로 77
서울중마초등학교,37.56579084,127.0790239,공립,서울특별시 광진구 동일로72길 43
부천남초등학교,37.48117626,126.7829631,공립,경기도 부천시 소사구 성주로270번길 16-1
서울경동초등학교,37.5438253,127.050074,공립,서울특별시 성동구 성수일로 34
서울은빛초등학교,37.64153447,126.921856,공립,서울특별시 은평구 진관3로 73-17
양성초등학교,37.06212187,127.1958377,공립,경기도 안성시 양성면 옥단길 43
송촌초등학교,37.4117204,127.5690748,공립,경기도 여주시 대신면 여양1로 237
성동초등학교,37.53328137,127.089281,사립,서울특별시 광진구 자양로4길 63
서울당곡초등학교,37.49016812,126.9303698,공립,서울특별시 관악구 보라매로2길 23
서울신목초등학교,37.51661098,126.8726408,공립,서울특별시 양천구 신목로5길 11-6
서울신암초등학교,37.55002367,127.1244044,공립,서울특별시 강동구 올림픽로93길 33-16
서울번동초등학교,37.62902386,127.0400394,공립,서울특별시 강북구 오현로 204
영천초등학교,37.205708,127.1045574,공립,경기도 화성시 동탄영천로 36
서울구의초등학교,37.543009,127.0803118,공립,서울특별시 광진구 광나루로30길 49
달안초등학교,37.39460528,126.9500874,공립,경기도 안양시 동안구 동안로 178
하일초등학교,37.46908545,126.8764178,공립,경기도 광명시 철망산로 68
마송초등학교,37.684427,126.6063034,공립,경기도 김포시 통진읍 흥신로 315
옥빛초등학교,37.81458312,127.0932335,공립,경기도 양주시 옥정로4길 38
서울당현초등학교,37.64826016,127.0582136,공립,서울특별시 노원구 동일로213길 52
서울대조초등학교,37.61357914,126.9193022,공립,서울특별시 은평구 연서로18길 17
상원초등학교,37.4982718,126.7532784,공립,경기도 부천시 원미구 부흥로 93
서울우면초등학교,37.46471047,127.023789,공립,서울특별시 서초구 태봉로 59
서울조원초등학교,37.484178,126.909581,공립,서울특별시 관악구 조원로 67
안말초등학교,37.39315429,127.1259825,공립,경기도 성남시 분당구 양현로 104
부광초등학교,37.50703534,126.7621627,공립,경기도 부천시 원미구 석천로209번길 40
까치울초등학교,37.51376391,126.8141972,공립,경기도 부천시 오정구 역곡로324번길 14
서울등양초등학교,37.56494704,126.8447603,공립,서울특별시 강서구 강서로56나길 140
화랑초등학교,37.62878266,127.0889915,사립,서울특별시 노원구 화랑로 621
서울방산초등학교,37.50955532,127.1210892,공립,서울특별시 송파구 오금로27길 42
서울재동초등학교,37.58002991,126.9851778,공립,서울특별시 종로구 북촌로4길 7
와동초등학교,37.33681697,126.831118,공립,경기도 안산시 단원구 사세충열로 26
산내초등학교,37.7228508,126.7364788,공립,경기도 파주시 교하로 140
서울매동초등학교,37.57749965,126.9669415,공립,서울특별시 종로구 사직로9길 19
청덕초등학교,37.29439648,127.1492572,공립,경기도 용인시 기흥구 구성1로 61
성남장안초등학교,37.37266155,127.1444594,공립,경기도 성남시 분당구 장안로51번길 10
서울행당초등학교,37.55701913,127.0348734,공립,서울특별시 성동구 고산자로8길 6
