면허번호,업종명,사업자구분,업체명,주사무소 우편번호,주사무소 주소,주사무소 상세주소,팩스번호,관할관청,면허상태
220780,화물주선업,법인,(주)태봉화물터미널,06770,서울특별시 서초구 매헌로14길 12,203호 (양재동),02-577-7223,서초구,정상
220781,화물주선업,개인,M-team,06776,서울특별시 서초구 마방로6길 8-11,"1층(양재동,산정빌딩)",,서초구,정상
150462,화물주선업,개인,행복한하루익스프레스,07625,서울특별시 강서구 방화대로7길 6, (공항동),,강서구,정상
140068,화물주선업,법인,주식회사 이삿날,03457,서울특별시 은평구 가좌로10길 33-1,(응암동),,은평구,정상
140069,화물주선업,법인,동양흥업운수(주),04214,서울특별시 마포구 공덕동,256-13,,마포구,정상
190182,화물주선업,개인,미래종합물류,07267,서울특별시 영등포구 당산동1가,223-20,,영등포구,정상
230282,화물주선업,개인,KGB고려골든박스양재점,06286,서울특별시 강남구 영동대로 210,"지하1층 12호 (대치동, 쌍용아파트)",,강남구,정상
150465,화물주선업,개인,원일통운,08055,서울특별시 양천구 신정로 167,"2동 3층 6호 (신정동, 서부트럭터미널)",,양천구,정상
190183,화물주선업,법인,(주)원카드익스프레스,07333,서울특별시 영등포구 여의도동,44-11 인영빌딩1201호,,영등포구,정상
230317,화물주선업,법인,(주)광개토로직스틱,04709,서울특별시 성동구 고산자로 269,1013호 (도선동),,성동구,정상
11027,화물주선업,법인,내트럭(주),04541,서울특별시 중구 삼일대로 363,"13층 6호 (장교동,장교빌딩)",,중구,정상
40020,화물주선업,개인,오케이명품이사,04782,서울특별시 성동구 성수일로6길 36,202호 (성수동2가),,성동구,정상
230318,화물주선업,법인,(주)동운로지스,13821,경기도 과천시 광창로 57,102호(과천동),,타기관,정상
140081,화물주선업,개인,금호익스프레스,04169,서울특별시 마포구 도화동,1-352,,마포구,정상
140082,화물주선업,개인,하나퀵화물운수,05782,서울특별시 송파구 오금로46길 37,지1층 (가락동),,송파구,정상
240215,화물주선업,개인,평화통운,05763,서울특별시 송파구 마천동,375-6,,송파구,정상
150509,화물주선업,법인,(주)덕오물류,08081,서울특별시 양천구 신정로13길 3,"1608호(신정동,신정동대우 미래사랑5차)",,양천구,정상
150510,화물주선업,개인,대화물류,08055,서울특별시 양천구 신정로 167,"1동 2층 4호 (신정동, 서부트럭터미널)",,양천구,정상
30050,화물주선업,법인,현대글로비스주식회사,04769,서울특별시 성동구 왕십리로 83-21," (성수동1가, 아크로 서울포레스트)",,성동구,정상
20079,화물주선업,개인,하나익스프레스,04607,서울특별시 중구 동호로18길 9,"503호 (신당동,지산타운)",,중구,정상
240241,화물주선업,법인,코리포스트랜스포트(주),05336,서울특별시 강동구 천호대로 1057,108호 (천호동),,강동구,정상
160168,화물주선업,법인,(주)이즈티엔엘,07516,서울특별시 강서구 양천로11길 11,601호 (방화동),,강서구,정상
240242,화물주선업,개인,정도콜화물,08218,서울특별시 구로구 중앙로14길 27,1층 (고척동),,구로구,정상
220753,화물주선업,법인,이디엔드에프만코리아(주),06607,서울특별시 서초구 서초대로 347,13층 (서초동),02-581-8834,서초구,정상
230367,화물주선업,개인,대명운수,06772,서울특별시 서초구 양재대로11길 36,"금관 411호 (양재동,서울오토갤러리)",,서초구,정상
20087,화물주선업,법인,삼익물류(주),04535,서울특별시 중구 퇴계로 97,901호 (충무로1가),,중구,정상
210114,화물주선업,법인,태양로지스(주),08055,서울특별시 양천구 신정로 167,"3동 2층 1229호 (신정동, 서부트럭터미널)",,양천구,정상
150467,화물주선업,법인,안신물류(주),07932,서울특별시 양천구 국회대로 116, (신월동),,양천구,정상
110113,화물주선업,법인,(주)창호로지스,02018,서울특별시 중랑구 중랑역로 273, (묵동),,중랑구,정상
20047,화물주선업,개인,서울익스프레스,04589,서울특별시 중구 청구로1길 30,1층(신당동),,중구,정상
180076,화물주선업,법인,(주)세일운송,08055,서울특별시 양천구 신정로 167,"1동 2층 27호 (신정동, 서부트럭터미널)",,양천구,정상
190202,화물주선업,개인,퀵라인서비스,04903,서울특별시 광진구 중곡동,555-4 2층,,광진구,정상
190168,화물주선업,개인,우진익스프레스,07377,서울특별시 영등포구 대림동,802-7,,영등포구,정상
220705,화물주선업,개인,월드익스프레스,08795,서울특별시 관악구 인헌1가길 16,"지층1호 (봉천동, 월드타워)",,관악구,정상
20064,화물주선업,개인,스피드맨,04572,서울특별시 중구 청계천로 400,"2020호 (황학동, 롯데캐슬베네치아)",,중구,정상
200206,화물주선업,개인,국민트랜스,08229,서울특별시 구로구 고척로48길 28,1층 (고척동),,구로구,정상
230322,화물주선업,법인,주)하이오토클럽,07528,서울특별시 강서구 양천로 401,13층1310호 (가양동),,강서구,정상
140084,화물주선업,법인,한국로지스풀(주),04157,서울특별시 마포구 마포대로 63-8,6층 (도화동),,마포구,정상
40083,화물주선업,법인,(주)옥수익스프레스,04776,서울특별시 성동구 성수이로 2-1, (성수동2가),,성동구,정상
120066,화물주선업,개인,양지통운,08055,서울특별시 양천구 신정로 167,"2동 2층14호 (신정동, 서부트럭터미널)",,양천구,정상
150541,화물주선업,개인,영등포화물,07379,서울특별시 영등포구 대림로44길 25, (대림동),,영등포구,정상
230352,화물주선업,개인,예스삼성트랜스,06360,서울특별시 강남구 광평로10길 15 상록수아파트 상가동,137호 지층 (일원동),,강남구,정상
180090,화물주선업,개인,로젠이사,08575,서울특별시 금천구 탑골로5길 22,"103호,104호 (시흥동)",,금천구,정상
140103,화물주선업,법인,쿠팡로지스틱스서비스(유),05829,서울특별시 송파구 송이로 136,2층 (가락동),,송파구,정상
230353,화물주선업,개인,유진익스프레스,08509,서울특별시 금천구 벚꽃로56길 66, (가산동),,금천구,정상
210143,화물주선업,법인,롯데글로벌로지스(주),04527,서울특별시 중구 통일로 10,10~11층(연세세브란스빌딩) (남대문로5가),02-725-8074,중구,정상
210145,화물주선업,개인,명성익스프레스,08047,서울특별시 양천구 남부순환로80길 7-1,2층 (신월동),,양천구,정상
152,화물주선업,개인,골드이사,02056,서울특별시 중랑구 신내역로1가길 9,(신내동),,중랑구,정상
120047,화물주선업,개인,서울용달이사,04374,서울특별시 용산구 이촌동,209-23 시범아파트 6동 101호(이촌2동),,용산구,정상
120039,화물주선업,법인,(주)현대이앤티,04144,서울특별시 마포구 마포대로 127,"1721호(공덕동,풍림브이아이피텔)",,마포구,정상
160143,화물주선업,개인,선경익스프레스,07747,서울특별시 강서구 곰달래로37길 23,1층 (화곡동),,강서구,정상
240204,화물주선업,개인,신우익스프레스,05580,서울특별시 송파구 백제고분로18길 26,218호 (잠실동),,송파구,정상
190185,화물주선업,개인,알뜰익스프레스,08773,서울특별시 관악구 남부순환로172길 50,1층 (신림동),,관악구,정상
200207,화물주선업,법인,셰르파로지스(주),08501,서울특별시 금천구 가산디지털1로 205,"2층 208호 (가산동 470-8번지, 케이씨씨웰츠밸리)",,금천구,정상
40114,화물주선업,개인,성동익스프레스,04762,서울특별시 성동구 사근동,309-52 (사근고개길52) 1층,,성동구,정상
240218,화물주선업,개인,굿데이이사몰,05733,서울특별시 송파구 성내천로21길 16,"101호 (마천동, 그랜드빌)",,송파구,정상
250206,화물주선업,법인,(주)국민트랜스,04527,서울특별시 중구 세종대로4길 25,201호(이프라자빌딩) (남대문로5가),,중구,정상
160091,화물주선업,개인,3S익스프레스,07761,서울특별시 강서구 가로공원로72길 4,2층 (화곡동),,강서구,정상
160141,화물주선업,개인,럭키익스프레스,07909,서울특별시 양천구 남부순환로36길 7-1,1층(신월동) (신월동),,양천구,정상
220708,화물주선업,법인,(주)대기익스프레스,06677,서울특별시 서초구 방배천로18길 10,301호(방배동),,서초구,정상
90107,화물주선업,개인,통합트랜스,01009,서울특별시 강북구 삼양로141길 8,101호 (우이동),,강북구,정상
250202,화물주선업,개인,서부물류,08055,서울특별시 양천구 신정로 167,"2동 3층 4호 (신정동, 서부트럭터미널)",,양천구,정상
30051,화물주선업,개인,중랑퀵화물,02181,서울특별시 중랑구 망우로68길 58,1층 1호 (망우동),,중랑구,정상
170107,화물주선업,법인,(주)고려카고특송,07550,서울특별시 강서구 화곡로68길 120,2001호 (등촌동),,강서구,정상
190225,화물주선업,법인,(주)재성종합물류,04165,서울특별시 마포구 마포대로 15,"202호 (마포동, 현대빌딩)",,마포구,정상
230355,화물주선업,개인,크리스챤한솔포장이사,134-868,서울특별시 강동구 천중로 112, (천호동),,강동구,정상
180093,화물주선업,개인,삼성익스프레스,08625,서울특별시 금천구 독산로33길 12,(시흥동),,금천구,정상
160172,화물주선업,개인,공항익스프레스,07611,서울특별시 강서구 개화동로21길 4,"102호 (방화동, 방화11단지아파트상가)",,강서구,정상
20080,화물주선업,법인,(주)트러스트앤베스트,04540,서울특별시 중구 남대문로 120,"(남대문로1가,대일빌딩)",,중구,정상
160182,화물주선업,개인,신영물류,08055,서울특별시 양천구 신정로 167,"1동 2층 29호 (신정동, 서부트럭터미널)",,양천구,정상
200070,화물주선업,개인,"관악구이사, 우리이삿짐",08853,서울특별시 관악구 법원단지14길 21-7,"지층 101호 (신림동, 동부에이스빌)",,관악구,정상
210146,화물주선업,개인,탑클레스,06736,서울특별시 서초구 강남대로 224,"지하1층 A-26호 (양재동, 양재한신휴플러스)",02-3474-0448,서초구,정상
150567,화물주선업,법인,(주)창성물류,08055,서울특별시 양천구 신정로 167,"1동 3층 8호 (신정동, 서부트럭터미널)",,양천구,정상
110115,화물주선업,개인,금성익스프레스,01640,서울특별시 노원구 덕릉로115길 21,1층 (상계동),,노원구,정상
210116,화물주선업,법인,(주)지케이티코리아,05116,서울특별시 광진구 강변역로4길 68,612호(구의동),,광진구,정상
180060,화물주선업,개인,한성익스프레스,08550,서울특별시 금천구 문성로3길 8,"103호 (독산동, 목화아파트 상가동)",,금천구,정상
80035,화물주선업,개인,거송익스프레스,03647,서울특별시 서대문구 홍은2동,11-388 ,,서대문구,정상
210133,화물주선업,개인,동진이사매니저,08753,서울특별시 관악구 신림동,1416-22 지층,,관악구,정상
150475,화물주선업,개인,선경운수,08055,서울특별시 양천구 신정로 167,"2동 2층 1호 (신정동, 서부트럭터미널)",,양천구,정상
90110,화물주선업,개인,새별익스프레스,01041,서울특별시 강북구 수유2동,332-19 1층,,강북구,정상
190204,화물주선업,법인,(주)루이썬코리아,06616,서울특별시 서초구 서운로 160,601호 (서초동),,서초구,정상
40115,화물주선업,법인,(주)이엘에스솔루션,06729,서울특별시 서초구 효령로 424,"2층 (서초동,대명빌딩)",,서초구,정상
190268,화물주선업,개인,온나라화물,07801,서울특별시 강서구 마곡중앙6로 11,701호 (마곡동),,강서구,정상
180132,화물주선업,법인,(주)제이엔알써비스,04156,서울특별시 마포구 독막로 331,"1801호(도화동,마스터즈타워) (도화동)",,마포구,정상
220852,화물주선업,법인,세양중운로지스(주),06804,서울특별시 서초구 양재대로12길 36,"3층 302-1호(양재동,양곡도매시장)",02-930-4000,서초구,정상
160224,화물주선업,법인,주)신공항종합물류,07599,서울특별시 강서구 방화대로 294,513호 (마곡동),,강서구,정상
230417,화물주선업,법인,디에이치엘서플라이체인코리아,04535,서울특별시 중구 소공로 70,"비동 17층 (충무로1가, 서울중앙우체국청사)",,중구,정상
25326,화물주선업,법인,삼우케믹스,07299,서울특별시 영등포구 경인로 775,"1-217(문래동3가,에이스하이테크시티)",,영등포구,정상
11043,화물주선업,법인,주식회사 스타오션라인,04071,서울특별시 마포구 독막로 10,4층 성지빌딩 (합정동),,마포구,정상
230381,화물주선업,법인,(주)에이원로지스틱스,08298,서울특별시 구로구 공원로 3,"1006호(구로동, 선경오피스텔)",,구로구,정상
230388,화물주선업,법인,(주)세별비앤에프,06097,서울특별시 강남구 봉은사로 427,3층 (삼성동),,강남구,정상
220815,화물주선업,개인,효산종합물류,06804,서울특별시 서초구 양재대로12길 36,"2층 049-1(양재동,양곡도매시장)",,서초구,정상
110160,화물주선업,개인,백마전국24시퀵화물,08539,서울특별시 금천구 시흥대로150길 30,1층 (독산동),,금천구,정상
190250,화물주선업,개인,중부이사짱,01168,서울특별시 강북구 도봉로45길 84, (미아동),,강북구,정상
250221,화물주선업,개인,미소물류,08624,서울특별시 금천구 시흥대로70길 21,1층 (시흥동),,금천구,정상
70054,화물주선업,개인,파란이사82호점,139-230,서울특별시 노원구 하계동256-1,(하계1동),,노원구,정상
220837,화물주선업,법인,(주)팔도,06530,서울특별시 서초구 강남대로 577,7층(잠원동),,서초구,정상
150438,화물주선업,법인,효진물류(주),08055,서울특별시 양천구 신정로 167,"1동 3층 3호 (신정동, 서부트럭터미널)",,양천구,정상
150365,화물주선업,개인,영구익스프레스,01765,서울특별시 노원구 동일로213길 77,1단지 나상가 109호(상계동),,노원구,정상
101,화물주선업,개인,하나익스프레스,02701,서울특별시 성북구 보국문로30길 15,"상가동 지1호 (정릉동, 정릉대우아파트)",,성북구,정상
70101,화물주선업,개인,로젠이사,02066,서울특별시 중랑구 망우로81길 17, (망우동),,중랑구,정상
170075,화물주선업,법인,(주)내외로지스,04521,서울특별시 중구 다동길 5,"1508호(무교동,광일빌딩)",,중구,정상
220630,화물주선업,개인,광성익스프레스,06789,서울특별시 서초구 강남대로6길 66-4,제1층 103호 (양재동),,서초구,정상
220631,화물주선업,법인,대신익스프레스,08796,서울특별시 관악구 봉천동,1646-2,,관악구,정상
20033,화물주선업,법인,제일사,07803,서울특별시 강서구 공항대로 247,에이동1205 (마곡동.마곡퀸즈파크나인),,강서구,정상
40125,화물주선업,개인,화성익스프레스,03714,서울특별시 서대문구 북가좌동,372-24  1층,,서대문구,정상
190243,화물주선업,법인,(주)굿스포스트,04143,서울특별시 마포구 마포대로 155,"지하1층 (공덕동, 엘지마포빌딩)",,마포구,정상
150588,화물주선업,법인,(주)대길지엘에스,08055,서울특별시 양천구 신정로 167,"2동 1층10호 (신정동, 서부트럭터미널)",,양천구,정상
120074,화물주선업,개인,제일익스프레스,03323,서울특별시 은평구 갈현로23길 22,"101호 (갈현동,다원리치빌)",,은평구,정상
120075,화물주선업,개인,케이비이사,03404,서울특별시 은평구 역촌동,14-73 1층,,은평구,정상
240260,화물주선업,법인,(주)이스턴리빙,05807,서울특별시 송파구 문정로4길 10-30,"(문정동,대림빌딩)",,송파구,정상
180109,화물주선업,개인,국제트랜스,08243,서울특별시 구로구 고척로27마길 3-2,1층 (개봉동),,구로구,정상
230389,화물주선업,법인,주식회사 로얄로직스,07807,서울특별시 강서구 공항대로 168,"제8층 제807호 (마곡동,마곡747타워)",,강서구,정상
210152,화물주선업,개인,빠르네 퀵서비스,07271,서울특별시 영등포구 양산로 53,"1005호 (양평동3가,월드메르디앙비즈센터)",,영등포구,정상
동-4-51,화물주선업,개인,전국콜화물,08217,서울특별시 구로구 경인로53길 15,가동 2519호 (구로동),,구로구,정상
240273,화물주선업,개인,우정익스프레스,01125,서울특별시 강북구 솔매로43길 54,(미아동),,강북구,정상
40131,화물주선업,개인,삼성익스프레스,04926,서울특별시 광진구 긴고랑로22길 34,(중곡동),02-2214-4862,광진구,정상
80064,화물주선업,개인,장월이사,02773,서울특별시 성북구 장월로2길 45, (상월곡동),,성북구,정상
120082,화물주선업,법인,대한민국특수임무유공자회,03382,서울특별시 은평구 통일로 684,(녹번동),,은평구,정상
4-99,화물주선업,개인,신당익스프레스,04612,서울특별시 중구 다산로33다길 11,1층 (신당동),,중구,정상
70038,화물주선업,개인,로지스24,01899,서울특별시 노원구 광운로2가길 23,라동 11호(1층) (월계동),,노원구,정상
150572,화물주선업,법인,(주)경인익스프레스서비스,06376,서울특별시 강남구 헌릉로571길 46-3,2층 (세곡동),,강남구,정상
160201,화물주선업,개인,제일익스프레스,07509,서울특별시 강서구 금낭화로23길 8,"106동 1109호 (방화동, 방화7단지동성아파트)",,강서구,정상
160203,화물주선업,개인,무안사다리,07909,서울특별시 양천구 남부순환로36길 8-1,102호(신월동),,양천구,정상
140118,화물주선업,법인,(주)아이엔지써비스,03961,서울특별시 마포구 방울내로11길 37,2층 2063호 (망원동),,마포구,정상
220817,화물주선업,법인,(주)물류시대,08215,서울특별시 구로구 경인로53길 90,STX-W타워 213호 (구로동),02-2038-9112,구로구,정상
220818,화물주선업,개인,통인익스프레스,06804,서울특별시 서초구 양재대로12길 36,"지하1층 003-4호 (양재동, 양곡도매시장)",,서초구,정상
190251,화물주선업,개인,보보디앤에스,08754,서울특별시 관악구 신림로 340,7층 B710호 (신림동),,관악구,정상
230401,화물주선업,법인,현대종합물류 주식회사,01414,서울특별시 도봉구 마들로11길 57,"1501호 (창동, 이큐빌딩)",,도봉구,정상
20105,화물주선업,법인,케이앤드제이트랜스포터(주),04598,서울특별시 중구 동호로 193-22,"506호(신당동,백석빌딩(구관))",,중구,정상
205226,화물주선업,개인,늘푸른이사,05244,서울특별시 강동구 천중로5길 21,"(천호동,1층)",,강동구,정상
220839,화물주선업,법인,주식회사 현대물류,06762,서울특별시 서초구 바우뫼로7길 8,603호 (우면동),02-576-4037,서초구,정상
150576,화물주선업,개인,덕양물류,08055,서울특별시 양천구 신정로 167,"3동 2층 1202호 (신정동, 서부트럭터미널)",,양천구,정상
20081121,화물주선업,개인,경일운수,07217,서울특별시 영등포구 당산로41길 11,SK V1센타 W동 1108호 (당산동4가),,영등포구,정상
250218,화물주선업,법인,(주)서브올로지스,05403,서울특별시 강동구 양재대로89길 54,202호 (성내동),,강동구,정상
220819,화물주선업,법인,현대머티리얼(주),06169,서울특별시 강남구 테헤란로 512,9층(대치동),02-2188-3353,강남구,정상
150601,화물주선업,법인,주식회사 아이로지스에너지,07997,서울특별시 양천구 목동동로 293,"1605호 (목동,현대41타워)",,양천구,정상
220820,화물주선업,개인,노블레스익스프레스,14904,경기도 시흥시 신천동,724-2 2호,,타기관,정상
220821,화물주선업,법인,진명로지스(주),13165,경기도 성남시 중원구 금광동,2500 래미안상가동 205호,,타기관,정상
110163,화물주선업,법인,(주)24시사다리콜,01685,서울특별시 노원구 상계로23길 49,102호 (상계동),,노원구,정상
40133,화물주선업,개인,영구익스프레스,04766,서울특별시 성동구 왕십리로 137,(성수동1가),,성동구,정상
210153,화물주선업,법인,(주)한유,08742,서울특별시 관악구 봉천동,1679-30  (주)한유빌딩 4층,,관악구,정상
40134,화물주선업,개인,경기특송,04766,서울특별시 성동구 서울숲길 51,4층 (성수동1가),02-464-8106,성동구,정상
160216,화물주선업,법인,(주)신라로지스,05855,서울특별시 송파구 송파대로 167,"에이동 1419호 (문정동,문정역테라타워)",,송파구,정상
140132,화물주선업,개인,24시활주로퀵다마스라보1톤용달원룸이사,01062,"서울특별시 강북구 도봉로 328,","1404호 (번동,가든타워오피스텔)",,강북구,정상
140112,화물주선업,개인,선경로지스,05719,서울특별시 송파구 중대로 97,"5층, 590호 (가락동 효원빌딩)",,송파구,정상
130049,화물주선업,개인,전국화물,08507,서울특별시 금천구 가산디지털1로 142,1405호 (가산동),,금천구,정상
236370,화물주선업,법인,현대성우신소재(주),06083,서울특별시 강남구 봉은사로 609,(삼성동),,강남구,정상
250216,화물주선업,개인,대한통운이사물동부위탁점,05372,서울특별시 강동구 양재대로 1396,201-7 (둔촌동),,강동구,정상
220803,화물주선업,법인,(주)성우,05836,서울특별시 송파구 법원로9길 26,7층 씨-710호 (문정동),,송파구,정상
250219,화물주선업,법인,(주)시맥스씨앤티,05771,서울특별시 송파구 양산로 12,"4층403호(거여동,세신거여훼밀리타운)",,송파구,정상
020100,화물주선업,법인,코레일네트웍스(주),04378,서울특별시 용산구 한강대로 69,"업무동 13층, 14층 (한강로2가, 용산푸르지오써밋)",,용산구,정상
150602,화물주선업,법인,(주)전국콜로지스틱스,08055,서울특별시 양천구 신정로 167,"1동 3층 10호 (신정동, 서부트럭터미널)",,양천구,정상
220822,화물주선업,법인,(주)승창기업,06656,서울특별시 서초구 서초대로40길 49,6층 (서초동),,서초구,정상
180117,화물주선업,법인,(주)큐랜드,08511,서울특별시 금천구 디지털로9길 33,"2층 210호(가산동,아이티미래타워)",,금천구,정상
205228,화물주선업,개인,파란이사086호점,05402,서울특별시 강동구 성내로18길 32,1층 (성내동),,강동구,정상
200078,화물주선업,개인,드림익스프레스,08294,서울특별시 구로구 구로중앙로28길 53-39,지층 (구로동),,구로구,정상
140133,화물주선업,개인,델박스,04006,서울특별시 마포구 희우정로 113-1,1층(망원동),,마포구,정상
5114,화물주선업,개인,천사퀵서비스,04920,서울특별시 광진구 동일로62길 4,101호(중곡동),,광진구,정상
190100,화물주선업,법인,(주)명민로지스,07211,서울특별시 영등포구 선유로 201,현대6차아파트 상가 206호 (양평동3가),,영등포구,정상
140119,화물주선업,법인,(주)제이비상사,04146,서울특별시 마포구 마포대로 109,"101동 2701호 (공덕동, 롯데캐슬프레지던트)",,마포구,정상
190244,화물주선업,법인,지에스엠비즈(주),07210,서울특별시 영등포구 선유로43길 19, (양평동3가),,영등포구,정상
200075,화물주선업,법인,엘유케이종합물류,07006,서울특별시 동작구 사당동,152-2 4층 401호,,동작구,정상
도봉2010-1,화물주선업,법인,대광익스프레스,61075,광주광역시 북구 연양로 20,10(연제동 478-87),,타기관,정상
180113,화물주선업,개인,한시스템,08639,서울특별시 금천구 시흥대로 97,"시흥유통상가 17동 304, 305호 (시흥동)",,금천구,정상
220823,화물주선업,법인,삼화로지스(주),06747,서울특별시 서초구 양재천로 135-16,(양재동),,서초구,정상
140134,화물주선업,법인,(주)지링크로지스틱스,04002,서울특별시 마포구 동교로 133, (서교동),,마포구,정상
70059,화물주선업,개인,KCB골든박스,02112,서울특별시 중랑구 중랑역로3나길 50,1층 (중화동),,중랑구,정상
240279,화물주선업,개인,믿음운수,05838,서울특별시 송파구 충민로 66,"L-9027(문정동,가든파이브라이프)",,송파구,정상
220842,화물주선업,법인,주식회사금지게특송,06772,서울특별시 서초구 양재대로11길 36,"제6층 제은관 나동 608호(양재동,서울오토갤러리)",,서초구,정상
60066,화물주선업,개인,Dr물류,62361,광주광역시 광산구 무진대로 326-34,B동 2층 (우산동),,타기관,정상
220843,화물주선업,법인,에스앤와이제이주식회사,06640,서울특별시 서초구 서초중앙로 69,"906(서초동,르네상스오피스텔)",,서초구,정상
도봉2012-1,화물주선업,개인,파란이사,01302,서울특별시 도봉구 도봉동,556-84 1층 오른쪽 두번째 점포,,도봉구,정상
150614,화물주선업,개인,은하특송,06372,서울특별시 강남구 자곡로 201,"322호 (자곡동, 강남 더샵라르고)",,강남구,정상
236373,화물주선업,법인,쿠팡(주),05510,서울특별시 송파구 송파대로 570,18층 (신천동),02-3452-3692,송파구,정상
80060,화물주선업,법인,진형로지스틱,03116,서울특별시 종로구 난계로 251,"601호 (숭인동, 동양파라빌)",,종로구,정상
020097,화물주선업,법인,(주)성주상사,04542,서울특별시 중구 수표로 65,강남빌딩 203호 (수표동),,중구,정상
020120,화물주선업,법인,주)제이엠티엘티,07788,서울특별시 강서구 마곡서로 158,916호 (마곡동),,강서구,정상
220804,화물주선업,법인,코원물류(주),06733,서울특별시 서초구 서운로 7,"203호 (서초동, 신동아빌딩)",,서초구,정상
120078,화물주선업,개인,오성화물콜센터,07929,서울특별시 양천구 오목로3길 42,1호 (신월동),,양천구,정상
140125,화물주선업,법인,엘에스케이이(주),04195,서울특별시 마포구 신공덕동,167 메트로디오빌 801호 ,,마포구,정상
170129,화물주선업,개인,세주물류,08269,서울특별시 구로구 오류동,6-76   4층,,구로구,정상
60063,화물주선업,법인,대상(주),02586,서울특별시 동대문구 천호대로 26,(신설동),,동대문구,정상
150604,화물주선업,개인,전국화물용달,07943,서울특별시 양천구 중앙로52길 40,"101호 (신정동, 도양라비앙빌)",,양천구,정상
230393,화물주선업,법인,현대글로빌(주),06169,서울특별시 강남구 테헤란로 513,4층 (삼성동),,강남구,정상
180119,화물주선업,개인,대우익스프레스,08547,서울특별시 금천구 남부순환로126길 38,(독산동),,금천구,정상
150615,화물주선업,법인,(주)제주퍼시픽화물운송,08110,서울특별시 양천구 신정로 167,"1동 2층 30호 (신정동, 서부트럭터미널)",,양천구,정상
인천4666,화물주선업,법인,주식회사케이이엘,22306,인천광역시 중구 인중로 176,", 2층1호(사동,나성빌딩)",,타기관,정상
210148,화물주선업,법인,(주)코리아물류,06039,서울특별시 강남구 도산대로8길 10,무학빌딩 2층 (논현동),,강남구,정상
160186,화물주선업,법인,(주)로젠글로벌,07583,서울특별시 강서구 등촌동,678-10,,강서구,정상
160187,화물주선업,개인,이영주익스프레스,07517,서울특별시 강서구 방화대로45길 58,(방화동),,강서구,정상
150577,화물주선업,개인,준수화물,158-070,서울특별시 양천구 신정동,812 서부트럭터미널 C동 1131호,,양천구,정상
140115,화물주선업,법인,한국파렛트풀(주),04157,서울특별시 마포구 마포대로 63-8,604호 (도화동),,마포구,정상
230394,화물주선업,법인,동양네트웍스(주),05556,서울특별시 송파구 백제고분로 69, (잠실동 애플타워),02-6923-0099,송파구,정상
220824,화물주선업,법인,(주)두호씨엔엘,06650,서울특별시 서초구 서초중앙로 75,401호 (서초동),,서초구,정상
774,화물주선업,개인,고구려익스프레스,02132,서울특별시 중랑구 면목동,192-127 1층,,중랑구,정상
020101,화물주선업,법인,로이물류(주),02582,서울특별시 동대문구 하정로 47,"402호 (신설동,정아빌딩)",,동대문구,정상
220825,화물주선업,법인,(주)대청물류,07997,서울특별시 양천구 목동동로 293,"19층 1903호 (목동,목동현대41타워)",,양천구,정상
5107,화물주선업,개인,영영익스프레스,05075,서울특별시 광진구 자양동,553-482 지하1층,,광진구,정상
020102,화물주선업,법인,에스아이티씨로지코리아(주),03188,서울특별시 종로구 청계천로 41,7층 (서린동),,종로구,정상
200079,화물주선업,법인,(주)삼라종합로지스틱스,07071,서울특별시 동작구 보라매로5가길 16,6층 602호 (신대방동，보라매아카데미),,동작구,정상
140136,화물주선업,법인,케이피엑스홀딩스주식회사,121-805,서울특별시 마포구 공덕동,"473, 17층,18층",,마포구,정상
230403,화물주선업,법인,(주)우송,135-080,서울특별시 강남구 역삼동,"서희스타일스(도곡로 3길 19,101동 828호)",02-539-9503,강남구,정상
190223,화물주선업,법인,(주)씨앤엔로지스틱스,07239,서울특별시 영등포구 여의서로 43,"1207호 (여의도동,한서리버파크)",,영등포구,정상
020093,화물주선업,법인,태림상운(주),04526,서울특별시 중구 남대문로 25-18,"401호 402호 (북창동,우남빌딩)",,중구,정상
11041,화물주선업,법인,(주)오오씨엘로지스틱스코리아,03173,서울특별시 종로구 당주동,로얄빌딩 7층,,종로구,정상
230368,화물주선업,법인,(주)서강티피엘,08377,서울특별시 구로구 디지털로33길 12,"1206호 (구로동, 우림이비지센터2차)",,구로구,정상
150578,화물주선업,법인,에이치피엘(주),02637,서울특별시 동대문구 장안벚꽃로 131, (장안동),,동대문구,정상
180105,화물주선업,법인,(주)에스지엔지,08514,서울특별시 금천구 디지털로10길 35, (가산동),,금천구,정상
190238,화물주선업,법인,(주)두손컴퍼니,04779,서울특별시 성동구 뚝섬로1나길 5,7층 S712 (성수동1가),,성동구,정상
220806,화물주선업,법인,(주)금수레물류,05839,서울특별시 송파구 충민로 52,"에스405호 (문정동,가든파이브웍스)",,송파구,정상
30074,화물주선업,법인,케이티링커스(주),13320,경기도 성남시 수정구 성남대로 1182,"2층, 7층 (수진동)",,타기관,정상
020103,화물주선업,법인,(주)한국히타치물류,03160,서울특별시 종로구 종로 47,13층 ,,종로구,정상
170132,화물주선업,법인,선경티피엘(주),08271,서울특별시 구로구 경인로20나길 36,"1212호 (오류동, 아크로펠리스)",,구로구,정상
210155,화물주선업,법인,핫라인네트웍,04364,서울특별시 용산구 효창원로48길 6,3층 (용문동),,용산구,정상
190258,화물주선업,개인,행복한2424,07370,서울특별시 영등포구 도림로108길 5,2층 (도림동),,영등포구,정상
