학교명,위도,경도,설립형태,소재지도로명주소
광남고등학교,37.54151472,127.1012139,공립,서울특별시 광진구 아차산로70길 17-16
당수초등학교,37.289691,126.9415403,공립,경기도 수원시 권선구 당진로 6
장천초등학교,37.14575302,127.5283281,공립,경기도 이천시 설성면 설성로 165-25
새빛초등학교,37.298898,127.072624,공립,경기도 용인시 수지구 광교마을로 63
수성중학교,37.29479929,127.012183,공립,경기도 수원시 장안구 수성로363번길 2
내동중학교,37.51773405,126.7746305,공립,경기도 부천시 오정구 삼작로108번길 53
서천고등학교,37.23410552,127.069476,공립,경기도 용인시 기흥구 서천서로 126
가남초등학교,37.20528811,127.5475999,공립,경기도 여주시 가남읍 태평4길 2
인창중학교,37.56488513,126.9640232,사립,서울특별시 서대문구 경기대로 65
중화중학교,37.58450379,127.0945608,공립,서울특별시 중랑구 용마산로 364
서울계남초등학교,37.51016776,126.8600159,공립,서울특별시 양천구 목동동로2길 54
서울목원초등학교,37.542919,126.8824459,공립,서울특별시 양천구 목동중앙로 204
송곡관광고등학교,37.60668904,127.1051455,사립,서울특별시 중랑구 양원역로 67
가평북중학교,37.87934605,127.5481207,공립,경기도 가평군 북면 석장모루길 13
궁내초등학교,37.36461098,126.9201699912,공립,경기도 군포시 수리산로 187
율면중학교,37.08769127,127.5425144,공립,경기도 이천시 율면 고당로 48
대영중학교,37.50343784,126.905208,공립,서울특별시 영등포구 도림로80가길 14
서울삼각산초등학교,37.61614897,127.0145684,공립,서울특별시 강북구 삼양로19길 141
여주자영농업고등학교,37.295901,127.621893,공립,경기도 여주시 능서면 농도원1길 78-1
봉일천중학교,37.74768969,126.8137473,공립,경기도 파주시 조리읍 두루봉로 47
서울발산초등학교,37.55026244,126.8309944,공립,서울특별시 강서구 강서로45길 113
성원중학교,37.53945182,127.0513835,공립,서울특별시 성동구 성덕정9가길 13
평촌초등학교,37.38839468,126.9604635,공립,경기도 안양시 동안구 평촌대로180번길 56
갈매초등학교,37.62842767,127.116054,공립,경기도 구리시 갈매중앙로 40
서울매그넷고등학교,37.45193626,126.9158199,사립,서울특별시 금천구 탑골로10길 45
연서중학교,37.587044,126.9092766,공립,서울특별시 은평구 증산서길 125-6
성수초등학교,37.43376609,127.1272377,공립,경기도 성남시 수정구 모란로 11
매송중학교,37.396738,127.1233688,공립,경기도 성남시 분당구 탄천로 49
부천서초등학교,37.48765072,126.7656989,공립,경기도 부천시 원미구 부일로330번길 30
부천동초등학교,37.487912,126.8038687,공립,경기도 부천시 원미구 지봉로51번길 22
개웅중학교,37.4875269,126.8510711,공립,서울특별시 구로구 개봉로11길 81
고림고등학교,37.24717747,127.2195504,공립,경기도 용인시 처인구 고림로165
서울온수초등학교,37.49400506,126.8259667,공립,서울특별시 구로구 부일로 893
배곧라온초등학교,37.37227235,126.7350516,공립,경기도 시흥시 배곧4로 94-39
한백초등학교,37.208363,127.114718,공립,경기도 화성시 동탄순환대로26길 37
당동초등학교,37.34593756,126.939499,공립,경기도 군포시 용호1로 34
부천여자중학교,37.48137871,126.7604813,공립,경기도 부천시 소사구 성주로23번길 22
서울신상도초등학교,37.50034802,126.9446159,공립,서울특별시 동작구 장승배기로 14
세일중학교,37.47459441,126.8953689,공립,서울특별시 금천구 시흥대로147길 34
서울잠동초등학교,37.51833846,127.099931,공립,서울특별시 송파구 올림픽로35길 122
온곡중학교,37.66058142,127.0643327,공립,서울특별시 노원구 노원로 492
구암고등학교,37.49244195,126.949625,공립,서울특별시 관악구 성현로 57
서울등명초등학교,37.56089445,126.8423822,공립,서울특별시 강서구 강서로56나길 34
상현중학교,37.49390836,126.9603433,공립,서울특별시 동작구 사당로2길 2-19
청평고등학교,37.73148416,127.4150054,공립,경기도 가평군 청평면 강변나루로40번길 23
신도봉중학교,37.64959473,127.033202,공립,서울특별시 도봉구 도봉로115길 16
예일초등학교,37.6109459,126.9147928,사립,서울특별시 은평구 연서로 117
부발초등학교,37.286639,127.4887438,공립,경기도 이천시 부발읍 무촌로 155
서울동명초등학교,37.56812285,127.0351083,공립,서울특별시 성동구 마장로29길 29
서울충무초등학교,37.56194948,127.0012351,공립,서울특별시 중구 퇴계로50길 13
상문고등학교,37.47975543,127.0039168,사립,서울특별시 서초구 명달로 45
이매초등학교,37.39721014,127.1264932,공립,경기도 성남시 분당구 양현로 146
효문중학교,37.65269871,127.0184005,공립,서울특별시 도봉구 우이천로 432
대남초등학교,37.21959713,126.575382,공립,경기도 안산시 단원구 대남로 298
화곡보건경영고등학교,37.5484056,126.8326573,사립,서울특별시 강서구 강서로45길 70
